Date	Close	Open	High	Low	Volume	Chg%
Apr 17, 2015	26,702	26,530	26,730	26,520	11.63K	0.64%
Apr 16, 2015	26,533	26,644	26,740	26,472	12.93K	-0.42%
Apr 15, 2015	26,644	26,450	26,680	26,388	12.44K	0.72%
Apr 14, 2015	26,454	26,569	26,569	26,300	8.70K	-0.61%
Apr 13, 2015	26,616	26,703	26,730	26,550	10.39K	-0.33%
Apr 10, 2015	26,703	26,482	26,750	26,452	13.55K	0.95%
Apr 09, 2015	26,452	26,612	26,612	26,410	12.46K	-0.86%
Apr 08, 2015	26,682	26,842	26,873	26,615	11.85K	-0.55%
Apr 07, 2015	26,829	26,925	26,928	26,801	8.93K	-0.42%
Apr 06, 2015	26,941	26,625	27,038	26,625	13.58K	1.48%
Apr 02, 2015	26,548	26,601	26,697	26,460	7.80K	0.14%
Apr 01, 2015	26,510	26,122	26,800	26,060	1.60K	1.72%
Mar 31, 2015	26,061	26,200	26,310	26,020	5.28K	-0.68%
Mar 30, 2015	26,239	26,468	26,468	26,200	10.61K	-1.22%
Mar 27, 2015	26,564	26,774	26,774	26,381	15.74K	-0.90%
Mar 26, 2015	26,805	26,519	26,991	26,519	16.89K	1.19%
Mar 25, 2015	26,491	26,313	26,519	26,219	14.89K	0.54%
Mar 24, 2015	26,350	26,180	26,389	26,140	14.19K	0.54%
Mar 23, 2015	26,208	26,195	26,226	26,089	11.46K	0.05%
Mar 20, 2015	26,195	25,996	26,249	25,915	18.36K	0.87%
Mar 19, 2015	25,970	25,712	25,992	25,712	21.33K	1.24%
Mar 18, 2015	25,653	25,665	25,700	25,520	16.40K	0.07%
Mar 17, 2015	25,635	25,741	25,830	25,551	20.54K	-0.63%
Mar 16, 2015	25,797	25,945	25,967	25,735	14.55K	-0.48%
Mar 14, 2015	25,922	25,922	25,922	25,922	0	0.05%
Mar 13, 2015	25,909	25,750	25,945	25,750	19.76K	0.85%
Mar 12, 2015	25,690	25,750	25,890	25,609	21.26K	-0.10%
Mar 11, 2015	25,716	25,979	25,996	25,691	17.90K	-0.94%
Mar 10, 2015	25,960	26,050	26,100	25,825	21.18K	-0.39%
Mar 09, 2015	26,062	26,096	26,177	26,041	12.55K	0.02%
Mar 06, 2015	26,058	26,485	26,530	26,025	15.68K	-1.57%
Mar 05, 2015	26,473	26,510	26,599	26,418	0.22K	-0.25%
Mar 04, 2015	26,539	26,500	26,600	26,401	3.30K	0.33%
Mar 03, 2015	26,453	26,527	26,601	26,400	1.05K	-0.33%
Mar 02, 2015	26,541	26,508	26,997	26,440	5.08K	0.23%
